movie_id,movie_name,run_time,run_time
1073,Anouk Aimée,,
1074,Ida Kamińska,,
1075,Lynn Redgrave,,
1076,Vanessa Redgrave,,
1077,Faye Dunaway,,
1078,Edith Evans,,
1079,Patricia Neal,,
1080,Joanne Woodward,,
1081,Geneviève Bujold,,
1082,Jane Fonda,,
1083,Liza Minnelli,,
1084,Jean Simmons,,
1085,Women in Love,,131.0
1086,Jane Alexander,,
1087,Ali MacGraw,,
1088,Sarah Miles,,
1089,Carrie Snodgress,,
1090,Julie Christie,,
1091,Glenda Jackson,,
1092,Janet Suzman,,
1093,Diana Ross,,
1094,Maggie Smith,,
1095,Cicely Tyson,,
1096,Liv Ullmann,,
1097,Ellen Burstyn,,
1098,Marsha Mason,,
1099,Diahann Carroll,,
1100,Valerie Perrine,,
1101,Gena Rowlands,,
1102,Isabelle Adjani,,
1103,Ann-Margret,,
1104,Carol Kane,,
1105,Marie-Christine Barrault,,
1106,Talia Shire,,
1107,Sissy Spacek,,
1108,Jill Clayburgh,,
1109,Bette Midler,,
1110,Coal Miner's Daughter,,124.0
1111,Goldie Hawn,,
1112,Mary Tyler Moore,,
1113,Diane Keaton,,
1114,Susan Sarandon,,
1115,Meryl Streep,,
1116,Jessica Lange,,
1117,Debra Winger,,
1118,Julie Walters,,
1119,Judy Davis,,
1120,Whoopi Goldberg,,
1121,Kathleen Turner,,
1122,Sigourney Weaver,,
1123,Glenn Close,,
1124,Holly Hunter,,
1125,Sally Kirkland,,
1126,Melanie Griffith,,
1127,Pauline Collins,,
1128,Michelle Pfeiffer,,
1129,Misery,,107.0
1130,Anjelica Huston,,
1131,Julia Roberts,,
1132,Geena Davis,,
1133,Laura Dern,,
1134,Catherine Deneuve,,
1135,Mary McDonnell,,
1136,Angela Bassett,,
1137,Stockard Channing,,
1138,Emma Thompson,,
1139,Jodie Foster,,
1140,Miranda Richardson,,
1141,Winona Ryder,,
1142,Elisabeth Shue,,
1143,Sharon Stone,,
1144,Brenda Blethyn,,
1145,Kristin Scott Thomas,,
1146,Emily Watson,,
1147,Helena Bonham Carter,,
1148,Judi Dench,,
1149,Kate Winslet,,
1150,Cate Blanchett,,
1151,Fernanda Montenegro,,
1152,Annette Bening,,
1153,Janet McTeer,,
1154,Julianne Moore,,
1155,Erin Brockovich,,130.0
1156,Joan Allen,,
1157,Juliette Binoche,,
1158,Laura Linney,,
1159,Nicole Kidman,,
1160,Renée Zellweger,,
1161,Salma Hayek,,
1162,Diane Lane,,
1163,Keisha Castle-Hughes,,
1164,Samantha Morton,,
1165,Naomi Watts,,
1166,Catalina Sandino Moreno,,
1167,Imelda Staunton,,
1168,Felicity Huffman,,
1169,Keira Knightley,,
1170,Charlize Theron,,
1171,Penélope Cruz,,
1172,Elliot Page,,
1173,Anne Hathaway,,
1174,Angelina Jolie,,
1175,Melissa Leo,,
1176,Helen Mirren,,
1177,Carey Mulligan,,
1178,Gabourey Sidibe,,
1179,Black Swan,,108.0
1180,Jennifer Lawrence,,
1181,Michelle Williams,,
1182,Viola Davis,,
1183,Rooney Mara,,
1184,Jessica Chastain,,
1185,Emmanuelle Riva,,
1186,Quvenzhané Wallis,,
1187,Amy Adams,,
1188,Sandra Bullock,,
1189,Marion Cotillard,,
1190,Felicity Jones,,
1191,Rosamund Pike,,
1192,Reese Witherspoon,,
1193,Charlotte Rampling,,
1194,Saoirse Ronan,,
1195,Isabelle Huppert,,
1196,Ruth Negga,,
1197,Natalie Portman,,
1198,Sally Hawkins,,
1199,Margot Robbie,,
1200,Yalitza Aparicio,,
1201,Lady Gaga,,
1202,Melissa McCarthy,,
1203,Cynthia Erivo,,
1204,Scarlett Johansson,,
1205,Andra Day,,
1206,Vanessa Kirby,,
1207,Olivia Colman,,
1208,Kristen Stewart,,
1209,Ana de Armas,,
1210,Andrea Riseborough,,
1211,Lily Gladstone,,
1212,Sandra Hüller,,
1213,Karla Sofía Gascón,,
1214,Demi Moore,,
1215,Fernanda Torres,,
1216,Come and Get It,,99.0
1217,Mischa Auer,,
1218,Stuart Erwin,,
1219,Basil Rathbone,,
1220,Akim Tamiroff,,
1221,Ralph Bellamy,,
1222,Thomas Mitchell,,
1223,H. B. Warner,,
1224,Roland Young,,
1225,Gene Lockhart,,
1226,Robert Morley,,
1227,Brian Aherne,,
1228,Harry Carey Sr.,,
1229,Brian Donlevy,,
1230,Claude Rains,,
1231,The Westerner,,100.0
1232,Albert Bassermann,,
1233,William Gargan,,
1234,Jack Oakie,,
1235,James Stephenson,,
1236,Walter Brennan,,
1237,Charles Coburn,,
1238,James Gleason,,
1239,Sydney Greenstreet,,
1240,William Bendix,,
1241,Frank Morgan,,
1242,Henry Travers,,
1243,Charles Bickford,,
1244,J. Carrol Naish,,
1245,Hume Cronyn,,
1246,Michael Chekhov,,
1247,John Dall,,
1248,Robert Mitchum,,
1249,William Demarest,,
1250,Thomas Gomez,,
1251,Robert Ryan,,
1252,Richard Widmark,,
1253,Oskar Homolka,,
1254,Cecil Kellaway,,
1255,John Ireland,,
1256,Ralph Richardson,,
1257,Jeff Chandler,,
1258,Edmund Gwenn,,
1259,Sam Jaffe,,
1260,Erich von Stroheim,,
1261,Leo Genn,,
1262,Kevin McCarthy,,
1263,Peter Ustinov,,
1264,Gig Young,,
1265,Arthur Hunnicutt,,
1266,Jack Palance,,
1267,Eddie Albert,,
1268,Brandon deWilde,,
1269,Robert Strauss,,
1270,Lee J. Cobb,,
1271,Karl Malden,,
1272,Tom Tully,,
1273,Joe Mantell,,
1274,Sal Mineo,,
1275,Arthur O'Connell,,
1276,Don Murray,,
1277,Anthony Perkins,,
1278,Robert Stack,,
1279,Vittorio De Sica,,
1280,Sessue Hayakawa,,
1281,Russ Tamblyn,,
1282,Theodore Bikel,,
1283,Robert Vaughn,,
1284,Ed Wynn,,
1285,Spartacus,,197.0
1286,Peter Falk,,
1287,Jack Kruschen,,
1288,Chill Wills,,
1289,Jackie Gleason,,
1290,Victor Buono,,
1291,Telly Savalas,,
1292,Omar Sharif,,
1293,Terence Stamp,,
1294,Nick Adams,,
1295,Bobby Darin,,
1296,Hugh Griffith,,
1297,John Gielgud,,
1298,Stanley Holloway,,
1299,Edmond O'Brien,,
1300,Lee Tracy,,
1301,Ian Bannen,,
1302,Michael Dunn,,
1303,Frank Finlay,,
1304,Mako,,
1305,George Segal,,
1306,Robert Shaw,,
1307,Michael J. Pollard,,
1308,Seymour Cassel,,
1309,Daniel Massey,,
1310,Jack Wild,,
1311,Gene Wilder,,
1312,Rupert Crosse,,
1313,Elliott Gould,,
1314,Anthony Quayle,,
1315,Ryan's Daughter,,195.0
1316,Richard S. Castellano,,
1317,Chief Dan George,,
1318,John Marley,,
1319,Leonard Frey,,
1320,Richard Jaeckel,,
1321,James Caan,,
1322,Vincent Gardenia,,
1323,Jack Gilford,,
1324,Jason Miller,,
1325,Randy Quaid,,
1326,Fred Astaire,,
1327,Michael V. Gazzo,,
1328,Lee Strasberg,,
1329,Brad Dourif,,
1330,Burgess Meredith,,
1331,Chris Sarandon,,
1332,Jack Warden,,
1333,Ned Beatty,,
1334,Burt Young,,
1335,Mikhail Baryshnikov,,
1336,Peter Firth,,
1337,Frederic Forrest,,
1338,Justin Henry,,
1339,Judd Hirsch,,
1340,Michael O'Keefe,,
1341,Joe Pesci,,
1342,Jason Robards,,
1343,James Coco,,
1344,Ian Holm,,
1345,Howard Rollins,,
1346,Charles Durning,,
1347,John Lithgow,,
1348,Robert Preston,,
1349,Sam Shepard,,
1350,Rip Torn,,
1351,Adolph Caesar,,
1352,John Malkovich,,
1353,Pat Morita,,
1354,Klaus Maria Brandauer,,
1355,William Hickey,,
1356,Robert Loggia,,
1357,Eric Roberts,,
1358,Tom Berenger,,
1359,Denholm Elliott,,
1360,Dennis Hopper,,
1361,Albert Brooks,,
1362,Martin Landau,,
1363,River Phoenix,,
1364,Dean Stockwell,,
1365,Danny Aiello,,
1366,Dan Aykroyd,,
1367,GoodFellas,,146.0
1368,Bruce Davison,,
1369,Andy García,,
1370,Graham Greene,,
1371,Harvey Keitel,,
1372,Michael Lerner,,
1373,Jaye Davidson,,
1374,David Paymer,,
1375,Pete Postlethwaite,,
1376,Samuel L. Jackson,,
1377,Chazz Palminteri,,
1378,Paul Scofield,,
1379,Gary Sinise,,
1380,James Cromwell,,
1381,Tim Roth,,
1382,William H. Macy,,
1383,Armin Mueller-Stahl,,
1384,Robert Forster,,
1385,Greg Kinnear,,
1386,Burt Reynolds,,
1387,Michael Clarke Duncan,,
1388,Haley Joel Osment,,
1389,Ethan Hawke,,
1390,John C. Reilly,,
1391,Christopher Walken,,
1392,Alec Baldwin,,
1393,Benicio del Toro,,
1394,Djimon Hounsou,,
1395,Ken Watanabe,,
1396,Alan Alda,,
1397,Thomas Haden Church,,
1398,Jamie Foxx,,
1399,Clive Owen,,
1400,Matt Dillon,,
1401,Jake Gyllenhaal,,
1402,Jackie Earle Haley,,
1403,Eddie Murphy,,
1404,Mark Wahlberg,,
1405,Casey Affleck,,
1406,Philip Seymour Hoffman,,
1407,Hal Holbrook,,
1408,Josh Brolin,,
1409,Michael Shannon,,
1410,Christopher Plummer,,
1411,Stanley Tucci,,
1412,The Fighter,,116.0
1413,John Hawkes,,
1414,Mark Ruffalo,,
1415,Jonah Hill,,
1416,Barkhad Abdi,,
1417,Tom Hardy,,
1418,Lucas Hedges,,
1419,Dev Patel,,
1420,Sam Elliott,,
1421,Richard E. Grant,,
1422,Sam Rockwell,,
1423,Judas and the Black Messiah,,126.0
1424,Sacha Baron Cohen,,
1425,Leslie Odom Jr.,,
1426,Paul Raci,,
1427,LaKeith Stanfield,,
1428,Ciarán Hinds,,
1429,Jesse Plemons,,
1430,J. K. Simmons,,
1431,Kodi Smit-McPhee,,
1432,Brendan Gleeson,,
1433,Brian Tyree Henry,,
1434,Barry Keoghan,,
1435,Sterling K. Brown,,
1436,Yura Borisov,,
1437,Guy Pearce,,
1438,Jeremy Strong,,
1439,Beulah Bondi,,
1440,Alice Brady,,
1441,Bonita Granville,,
1442,Maria Ouspenskaya,,
1443,Andrea Leeds,,
1444,Anne Shirley,,
1445,Claire Trevor,,
1446,May Whitty,,
1447,Billie Burke,,
1448,Spring Byington,,
1449,Miliza Korjus,,
1450,Geraldine Fitzgerald,,
1451,Edna May Oliver,,
1452,Judith Anderson,,
1453,Ruth Hussey,,
1454,Barbara O'Neil,,
1455,Marjorie Rambeau,,
1456,Sara Allgood,,
1457,Patricia Collinge,,
1458,Margaret Wycherly,,
1459,Gladys Cooper,,
1460,Agnes Moorehead,,
1461,Susan Peters,,
1462,Paulette Goddard,,
1463,Anne Revere,,
1464,Lucile Watson,,
1465,Angela Lansbury,,
1466,Aline MacMahon,,
1467,Eve Arden,,
1468,Ann Blyth,,
1469,Joan Lorring,,
1470,Ethel Barrymore,,
1471,Lillian Gish,,
1472,Flora Robson,,
1473,Gale Sondergaard,,
1474,Gloria Grahame,,
1475,Marjorie Main,,
1476,Barbara Bel Geddes,,
1477,Ellen Corby,,
1478,Celeste Holm,,
1479,Elsa Lanchester,,
1480,Ethel Waters,,
1481,Harvey,,104.0
1482,Hope Emerson,,
1483,Nancy Olson,,
1484,Thelma Ritter,,
1485,Joan Blondell,,
1486,Mildred Dunnock,,
1487,Lee Grant,,
1488,Jean Hagen,,
1489,Colette Marchand,,
1490,Terry Moore,,
1491,Grace Kelly,,
1492,Nina Foch,,
1493,Katy Jurado,,
1494,Jan Sterling,,
1495,Betsy Blair,,
1496,Peggy Lee,,
1497,Marisa Pavan,,
1498,Eileen Heckart,,
1499,Mercedes McCambridge,,
1500,Patty McCormack,,
1501,Carolyn Jones,,
1502,Hope Lange,,
1503,Diane Varsi,,
1504,Peggy Cass,,
1505,Martha Hyer,,
1506,Maureen Stapleton,,
1507,Cara Williams,,
1508,Hermione Baddeley,,
1509,Susan Kohner,,
1510,Juanita Moore,,
1511,Glynis Johns,,
1512,Shirley Knight,,
1513,Janet Leigh,,
1514,Mary Ure,,
1515,Lotte Lenya,,
1516,Una Merkel,,
1517,Mary Badham,,
1518,Diane Cilento,,
1519,Joyce Redman,,
1520,Lilia Skala,,
1521,Grayson Hall,,
1522,Ruth Gordon,,
1523,Peggy Wood,,
1524,Jocelyne LaGarde,,
1525,Vivien Merchant,,
1526,Carol Channing,,
1527,Mildred Natwick,,
1528,Beah Richards,,
1529,Katharine Ross,,
1530,Lynn Carlin,,
1531,Sondra Locke,,
1532,Kay Medford,,
1533,Estelle Parsons,,
1534,Catherine Burns,,
1535,Dyan Cannon,,
1536,Sylvia Miles,,
1537,Susannah York,,
1538,Airport,,137.0
1539,Karen Black,,
1540,Sally Kellerman,,
1541,Barbara Harris,,
1542,Margaret Leighton,,
1543,Jeannie Berlin,,
1544,Susan Tyrrell,,
1545,Linda Blair,,
1546,Candy Clark,,
1547,Madeline Kahn,,
1548,Sylvia Sidney,,
1549,Valentina Cortese,,
1550,Diane Ladd,,
1551,Ronee Blakley,,
1552,Lily Tomlin,,
1553,Brenda Vaccaro,,
1554,Leslie Browne,,
1555,Quinn Cummings,,
1556,Melinda Dillon,,
1557,Tuesday Weld,,
1558,Penelope Milford,,
1559,Barbara Barrie,,
1560,Candice Bergen,,
1561,Mariel Hemingway,,
1562,Melvin and Howard,,95.0
1563,Eileen Brennan,,
1564,Eva Le Gallienne,,
1565,Cathy Moriarty,,
1566,Diana Scarwid,,
1567,Joan Hackett,,
1568,Elizabeth McGovern,,
1569,Teri Garr,,
1570,Lesley Ann Warren,,
1571,Cher,,
1572,Amy Irving,,
1573,Alfre Woodard,,
1574,Lindsay Crouse,,
1575,Christine Lahti,,
1576,Margaret Avery,,
1577,Amy Madigan,,
1578,Meg Tilly,,
1579,Oprah Winfrey,,
1580,Tess Harper,,
1581,Mary Elizabeth Mastrantonio,,
1582,Norma Aleandro,,
1583,Anne Archer,,
1584,Anne Ramsey,,
1585,Ann Sothern,,
1586,Joan Cusack,,
1587,Frances McDormand,,
1588,Lena Olin,,
1589,Dianne Wiest,,
1590,Ghost,,127.0
1591,Lorraine Bracco,,
1592,Juliette Lewis,,
1593,Kate Nelligan,,
1594,Jessica Tandy,,
1595,Joan Plowright,,
1596,Rosie Perez,,
1597,Rosemary Harris,,
1598,Uma Thurman,,
1599,Jennifer Tilly,,
1600,Kathleen Quinlan,,
1601,Mare Winningham,,
1602,Lauren Bacall,,
1603,Barbara Hershey,,
1604,Marianne Jean-Baptiste,,
1605,Minnie Driver,,
1606,Gloria Stuart,,
1607,Kathy Bates,,
1608,Rachel Griffiths,,
1609,Toni Collette,,
1610,Catherine Keener,,
1611,Chloë Sevigny,,
1612,Pollock,,122.0
1613,Kate Hudson,,
1614,Marisa Tomei,,
1615,Queen Latifah,,
1616,Shohreh Aghdashloo,,
1617,Patricia Clarkson,,
1618,Marcia Gay Harden,,
1619,Virginia Madsen,,
1620,Sophie Okonedo,,
1621,Adriana Barraza,,
1622,Abigail Breslin,,
1623,Rinko Kikuchi,,
1624,Ruby Dee,,
1625,Amy Ryan,,
1626,Taraji P. Henson,,
1627,Vera Farmiga,,
1628,Maggie Gyllenhaal,,
1629,Anna Kendrick,,
1630,Hailee Steinfeld,,
1631,Jacki Weaver,,
1632,Bérénice Bejo,,
1633,Sally Field,,
1634,Helen Hunt,,
1635,June Squibb,,
1636,Emma Stone,,
1637,Jennifer Jason Leigh,,
1638,Rachel McAdams,,
1639,Naomie Harris,,
1640,Octavia Spencer,,
1641,Mary J. Blige,,
1642,Lesley Manville,,
1643,Laurie Metcalf,,
1644,Marina de Tavira,,
1645,Rachel Weisz,,
1646,Florence Pugh,,
1647,Minari,,115.0
1648,Maria Bakalova,,
1649,Amanda Seyfried,,
1650,Jessie Buckley,,
1651,Kirsten Dunst,,
1652,Aunjanue Ellis-Taylor,,
1653,Hong Chau,,
1654,Kerry Condon,,
1655,Stephanie Hsu,,
1656,Emily Blunt,,
1657,Danielle Brooks,,
1658,America Ferrera,,
1659,Monica Barbaro,,
1660,Ariana Grande,,
1661,Isabella Rossellini,,
1662,Preston Sturges,,
1663,Angels Over Broadway,,79.0
1664,Dr. Ehrlich's Magic Bullet,,103.0
1665,The Devil and Miss Jones,,92.0
1666,"Tall, Dark and Handsome",,78.0
1667,"Tom, Dick and Harry",,87.0
1668,One of Our Aircraft Is Missing,,102.0
1669,Road to Morocco,,82.0
1670,The War Against Mrs. Hadley,,86.0
1671,Air Force,,124.0
1672,The North Star,,106.0
1673,So Proudly We Hail!,,126.0
1674,Hail the Conquering Hero,,101.0
1675,Two Girls and a Sailor,,124.0
1676,Wing and a Prayer,,97.0
1677,Dillinger,,70.0
1678,Music for Millions,,115.0
1679,Salty O'Rourke,,100.0
1680,"What Next, Corporal Hargrove?",,95.0
1681,The Blue Dahlia,,100.0
1682,Children of Paradise,,190.0
1683,Notorious,,101.0
1684,Road to Utopia,,90.0
1685,Body and Soul,,104.0
1686,A Double Life,,104.0
1687,Monsieur Verdoux,,124.0
1688,Shoeshine,,93.0
1689,Jolson Sings Again,,96.0
1690,Paisan,,126.0
1691,Passport to Pimlico,,84.0
1692,The Quiet One,,65.0
1693,Charles Brackett,,
1694,Adam's Rib,,101.0
1695,Caged,,96.0
1696,The Men,,87.0
1697,No Way Out,,107.0
1698,Ace in the Hole,,111.0
1699,David and Bathsheba,,116.0
1700,Go for Broke!,,92.0
1701,The Well,,86.0
1702,The Atomic City,,85.0
1703,Breaking the Sound Barrier,,117.0
1704,Pat and Mike,,95.0
1705,Viva Zapata!,,113.0
1706,The Band Wagon,,111.0
1707,The Desert Rats,,88.0
1708,The Naked Spur,,91.0
1709,Take the High Ground!,,101.0
1710,The Barefoot Contessa,,130.0
1711,Genevieve,,86.0
1712,The Glenn Miller Story,,116.0
1713,Knock on Wood,,103.0
1714,The Court-Martial of Billy Mitchell,,100.0
1715,It's Always Fair Weather,,102.0
1716,Mr. Hulot's Holiday,,98.0
1717,The Seven Little Foys,,93.0
1718,The Bold and the Brave,,87.0
1719,Julie,,99.0
1720,La Strada,,108.0
1721,The Ladykillers,,91.0
1722,Funny Face,,103.0
1723,Man of a Thousand Faces,,122.0
1724,The Tin Star,,93.0
1725,I Vitelloni,,108.0
1726,The Goddess,,105.0
1727,Houseboat,,109.0
1728,The Sheepman,,85.0
1729,Teacher's Pet,,120.0
1730,The 400 Blows,,99.0
1731,North by Northwest,,136.0
1732,Operation Petticoat,,124.0
1733,Wild Strawberries,,91.0
1734,I. A. L. Diamond,,
1735,The Angry Silence,,95.0
1736,The Facts of Life,,103.0
1737,"Hiroshima, Mon Amour",,90.0
1738,Never on Sunday,,91.0
1739,Ballad of a Soldier,,88.0
1740,General Della Rovere,,137.0
1741,La Dolce Vita,,174.0
1742,Lover Come Back,,107.0
1743,Freud,,140.0
1744,Last Year at Marienbad,,94.0
1745,That Touch of Mink,,99.0
1746,Through a Glass Darkly,,90.0
1747,America America,,174.0
1748,8½,,138.0
1749,The Four Days of Naples,,124.0
1750,Love with the Proper Stranger,,102.0
1751,A Hard Day's Night,,87.0
1752,"One Potato, Two Potato",,83.0
1753,The Organizer,,128.0
1754,That Man from Rio,,110.0
1755,Casanova 70,,113.0
1756,Those Magnificent Men in Their Flying Machines,,138.0
1757,The Train,,133.0
1758,The Umbrellas of Cherbourg,,91.0
1759,Blowup,,111.0
1760,The Fortune Cookie,,125.0
1761,Khartoum,,134.0
1762,The Naked Prey,,96.0
1763,Bonnie and Clyde,,111.0
1764,Divorce American Style,,109.0
1765,La Guerre Est Finie,,121.0
1766,Two for the Road,,111.0
1767,The Battle of Algiers,,136.0
1768,Faces,,183.0
1769,Hot Millions,,106.0
1770,2001: A Space Odyssey,,139.0
1771,Bob & Carol & Ted & Alice,,105.0
1772,The Damned,,154.0
1773,Easy Rider,,96.0
1774,The Wild Bunch,,145.0
1775,Five Easy Pieces,,98.0
1776,Joe,,107.0
1777,Love Story,,101.0
1778,My Night at Maud's,,110.0
1779,Investigation of a Citizen Above Suspicion,,115.0
1780,Klute,,114.0
1781,Summer of '42,,104.0
1782,Sunday Bloody Sunday,,110.0
1783,The Discreet Charm of the Bourgeoisie,,101.0
1784,Lady Sings the Blues,,144.0
1785,Murmur of the Heart,,118.0
1786,Young Winston,,157.0
1787,American Graffiti,,112.0
1788,Cries and Whispers,,91.0
1789,Save the Tiger,,100.0
1790,A Touch of Class,,106.0
1791,Alice Doesn't Live Here Anymore,,112.0
1792,The Conversation,,113.0
1793,Day for Night,,116.0
1794,Harry and Tonto,,115.0
1795,Amarcord,,124.0
1796,And Now My Love,,150.0
1797,Lies My Father Told Me,,102.0
1798,Shampoo,,110.0
1799,"Cousin, Cousine",,95.0
1800,The Front,,95.0
1801,Rocky,,119.0
1802,Seven Beauties,,115.0
1803,The Goodbye Girl,,110.0
1804,The Late Show,,93.0
1805,Star Wars,,121.0
1806,The Turning Point,,119.0
1807,Autumn Sonata,,99.0
1808,The Deer Hunter,,184.0
1809,Interiors,,92.0
1810,An Unmarried Woman,,125.0
1811,All That Jazz,,123.0
1812,...And Justice for All.,,119.0
1813,The China Syndrome,,122.0
1814,Manhattan,,96.0
1815,Bo Goldman,,
1816,Brubaker,,131.0
1817,Fame,,133.0
1818,Mon oncle d'Amérique,,126.0
1819,Private Benjamin,,109.0
1820,Absence of Malice,,116.0
1821,Arthur,,97.0
1822,Atlantic City,,104.0
1823,Reds,,195.0
1824,Diner,,110.0
1825,E.T. the Extra-Terrestrial,,114.0
1826,An Officer and a Gentleman,,124.0
1827,Tootsie,,116.0
1828,The Big Chill,,105.0
1829,Fanny and Alexander,,312.0
1830,Silkwood,,131.0
1831,WarGames,,114.0
1832,Beverly Hills Cop,,105.0
1833,Broadway Danny Rose,,84.0
1834,El Norte,,139.0
1835,Splash,,111.0
1836,Back to the Future,,116.0
1837,Brazil,,91.0
1838,The Official Story,,112.0
1839,The Purple Rose of Cairo,,82.0
1840,Crocodile Dundee,,104.0
1841,My Beautiful Laundrette,,97.0
1842,Platoon,,120.0
1843,Salvador,,123.0
1844,"Au Revoir Les Enfants (Goodbye, Children)",,104.0
1845,Broadcast News,,133.0
1846,Hope and Glory,,113.0
1847,Radio Days,,85.0
1848,Big,,104.0
1849,Bull Durham,,108.0
1850,A Fish Called Wanda,,108.0
1851,Running on Empty,,116.0
1852,Crimes and Misdemeanors,,104.0
1853,Do the Right Thing,,120.0
1854,"Sex, Lies, and Videotape",,100.0
1855,When Harry Met Sally...,,95.0
1856,Bruce Joel Rubin,,
1857,Alice,,106.0
1858,Avalon,,126.0
1859,Green Card,,107.0
1860,Metropolitan,,98.0
1861,Boyz n the Hood,,112.0
1862,Bugsy,,137.0
1863,The Fisher King,,137.0
1864,Grand Canyon,,137.0
1865,Husbands and Wives,,108.0
1866,Lorenzo's Oil,,125.0
1867,Passion Fish,,135.0
1868,Unforgiven,,131.0
1869,Dave,,110.0
1870,In the Line of Fire,,128.0
1871,Philadelphia,,126.0
1872,Sleepless in Seattle,,105.0
1873,Bullets Over Broadway,,98.0
1874,Four Weddings and a Funeral,,117.0
1875,Heavenly Creatures,,99.0
1876,Three Colours: Red,,99.0
1877,Braveheart,,178.0
1878,Mighty Aphrodite,,95.0
1879,Nixon,,192.0
1880,Toy Story,,81.0
1881,Jerry Maguire,,139.0
1882,Lone Star,,135.0
1883,Secrets & Lies,,136.0
1884,Shine,,105.0
1885,As Good as It Gets,,139.0
1886,Boogie Nights,,155.0
1887,Deconstructing Harry,,96.0
1888,The Full Monty,,91.0
1889,Bulworth,,108.0
1890,Life Is Beautiful,,116.0
1891,Saving Private Ryan,,170.0
1892,The Truman Show,,103.0
1893,Being John Malkovich,,113.0
1894,Magnolia,,188.0
1895,The Sixth Sense,,107.0
1896,Topsy-Turvy,,160.0
1897,Cameron Crowe,,
1898,Billy Elliot,,110.0
1899,You Can Count on Me,,111.0
1900,Amélie,,123.0
1901,Memento,,113.0
1902,Monster's Ball,,111.0
1903,The Royal Tenenbaums,,109.0
1904,Far from Heaven,,107.0
1905,Gangs of New York,,168.0
1906,My Big Fat Greek Wedding,,95.0
1907,Y Tu Mamá También,,106.0
1908,The Barbarian Invasions,,99.0
1909,Dirty Pretty Things,,97.0
1910,Finding Nemo,,100.0
1911,In America,,105.0
1912,The Aviator,,170.0
1913,Hotel Rwanda,,121.0
1914,The Incredibles,,115.0
1915,Vera Drake,,125.0
1916,"Good Night, and Good Luck",,93.0
1917,Match Point,,124.0
1918,The Squid and the Whale,,81.0
1919,Syriana,,128.0
1920,Babel,,144.0
1921,Letters from Iwo Jima,,140.0
1922,Pan's Labyrinth,,120.0
1923,The Queen,,103.0
1924,Lars and the Real Girl,,106.0
1925,Michael Clayton,,120.0
1926,Ratatouille,,111.0
1927,The Savages,,113.0
1928,Frozen River,,97.0
1929,Happy-Go-Lucky,,118.0
1930,In Bruges,,107.0
1931,WALL-E,,97.0
1932,Inglourious Basterds,,153.0
1933,The Messenger,,113.0
1934,A Serious Man,,106.0
1935,Up,,96.0
1936,David Seidler,,
1937,Another Year,,129.0
1938,Inception,,148.0
1939,The Kids Are All Right,,107.0
1940,The Artist,,100.0
1941,Bridesmaids,,125.0
1942,Margin Call,,109.0
1943,A Separation,,123.0
1944,Amour,,128.0
1945,Flight,,138.0
1946,Moonrise Kingdom,,94.0
1947,Zero Dark Thirty,,157.0
1948,American Hustle,,138.0
1949,Blue Jasmine,,98.0
1950,Dallas Buyers Club,,117.0
1951,Nebraska,,115.0
1952,Boyhood,,165.0
1953,Foxcatcher,,134.0
1954,The Grand Budapest Hotel,,100.0
1955,Nightcrawler,,117.0
1956,Bridge of Spies,,141.0
1957,Ex Machina,,108.0
1958,Inside Out,,95.0
1959,Straight Outta Compton,,147.0
1960,Hell or High Water,,102.0
1961,La La Land,,128.0
1962,The Lobster,,118.0
1963,20th Century Women,,118.0
1964,The Big Sick,,120.0
1965,Lady Bird,,94.0
1966,The Shape of Water,,123.0
1967,"Three Billboards Outside Ebbing, Missouri",,115.0
1968,The Favourite,,120.0
1969,First Reformed,,113.0
1970,Roma,,135.0
1971,Vice,,132.0
1972,Knives Out,,130.0
1973,Marriage Story,,137.0
1974,1917,,
1975,Once Upon a Time in Hollywood,,161.0
1976,Sound of Metal,,120.0
1977,The Trial of the Chicago 7,,130.0
1978,Don't Look Up,,138.0
1979,King Richard,,145.0
1980,Licorice Pizza,,133.0
1981,The Worst Person in the World,,128.0
1982,The Banshees of Inisherin,,114.0
1983,The Fabelmans,,151.0
1984,Tár,,158.0
1985,Triangle of Sadness,,147.0
1986,The Holdovers,,133.0
1987,Maestro,,129.0
1988,May December,,117.0
1989,Past Lives,,106.0
1990,The Brutalist,,215.0
1991,A Real Pain,,90.0
1992,September 5,,94.0
1993,The Substance,,141.0
1994,Frances Marion,,
1995,The novel,,
1996,The play,,
1997,Ursula Parrott,,
1998,Oliver H.P. Garrett,,
1999,Howard Estabrook,,
2000,Martin Flavin,,
2001,W. R. Burnett,,
2002,The comic strip,,
2003,Edwin J. Burke,,
2004,Strange Case of Dr Jekyll and Mr Hyde,,
2005,Victor Heerman,,
2006,Damon Runyon,,
2007,Robert Riskin,,
2008,"Viva Villa! A Recovery of the Real Pancho Villa, Peon, Bandit, Soldier, Patriot",,
2009,Dudley Nichols,,
2010,The memoir,,
2011,Pierre Collings,,
2012,Bud Kelland,,
2013,The novel 1101 Park Avenue by Hatch,,
2014,Norman Reilly Raine,,
2015,The play by Arthur Richman,,
2016,Captain Courageous: A Story of the Grand Banks,,
2017,George Bernard Shaw,,
2018,Eleanore Griffin,,
2019,Fannie Hurst,,
2020,Sidney Howard,,
2021,The novella,,
2022,Lewis R. Foster,,
2023,Melchior Lengyel,,
2024,Donald Ogden Stewart,,
2025,In the Zone,,
2026,Sidney Buchman,,
2027,Ketti Frings,,
