nomination_id,person_id
1938,977
1939,978
1940,979
1942,980
1943,981
1946,982
1950,983
1954,984
1955,985
1956,986
1958,987
1960,988
1961,989
1967,990
1968,999
1968,992
1968,1000
1970,1001
1974,1002
1975,1003
1976,1004
1977,1005
1979,1006
1981,1007
1983,1008
1985,1009
1988,1010
1992,1011
1994,1012
1996,1013
1998,1014
2000,1015
2001,1016
2003,1017
2007,1018
2008,1019
2013,1020
2017,1022
2018,1023
2020,1024
2023,1031
2023,1032
2023,1033
2025,1034
2026,1035
2029,1037
2032,1039
2034,1040
2038,1041
2044,1042
2045,1043
2049,1044
2050,1045
2052,1046
2054,1047
2061,1048
2063,1049
2064,1050
2072,1051
2079,1052
2081,1053
2082,1054
2085,1055
2089,1056
2091,1057
2093,1058
2096,1059
2098,1060
2102,1062
2102,1067
2103,1068
2104,1069
2105,1070
2108,1071
2110,1072
2111,1074
2111,1075
2111,1076
2111,1073
2113,1079
2114,1080
2116,1081
2117,1082
2119,1089
2121,1090
2125,1091
2129,1099
2129,1100
2131,1101
2132,1102
2134,1103
2135,1104
2136,1105
2137,1106
2139,1112
2139,1113
2139,1107
2141,1114
2143,1115
2149,1119
2149,1120
2149,1116
2150,1121
2151,1122
2153,1123
2154,1124
2156,1125
2157,1126
2159,519
2167,890
2168,891
2175,892
2181,893
2188,894
2191,895
2197,896
2198,897
2202,898
2204,899
2205,900
2206,901
2209,749
2211,907
2217,908
2218,909
2219,910
2221,911
2224,912
2225,913
2226,914
2227,915
2229,916
2231,917
2233,918
2235,919
2236,920
2239,921
2243,922
2244,923
2245,924
2249,925
2253,926
2254,927
2256,928
2257,929
2258,930
2259,932
2262,937
2264,938
2267,939
2270,940
2272,941
2273,942
2274,943
2278,944
2282,945
2283,946
2287,947
2291,948
2294,949
2296,950
2298,951
2299,952
2301,953
2302,954
2303,955
2304,956
2306,957
2307,958
2308,959
2309,965
2309,960
2310,966
2312,967
2313,968
2316,969
2318,970
2319,971
2320,972
2321,973
2324,974
2326,975
2327,976
2329,977
2330,978
2331,979
2333,980
2334,981
2337,982
2341,983
2345,984
2346,985
2347,986
2349,987
2351,988
2352,989
2358,990
2359,999
2359,992
2359,1000
2361,1001
2365,1002
2366,1003
2367,1004
2368,1005
2370,1006
2372,1007
2374,1008
2376,1009
2379,1010
2383,1011
2385,1012
2387,1013
2389,1014
2391,1015
2392,1016
2394,1017
2398,1018
2399,1019
2404,1020
2408,1022
2409,1023
2411,1024
2414,1031
2414,1032
2414,1033
2416,1034
2417,1035
2420,1037
2423,1039
2425,1040
2429,1041
2435,1042
2436,1043
2440,1044
2441,1045
2443,1046
2445,1047
2452,1048
2454,1049
2455,1050
2463,1051
2470,1052
2472,1053
2473,1054
2476,1055
2480,1056
2482,1057
2484,1058
2487,1059
2489,1060
2493,1062
2493,1067
2494,1068
2495,1069
2496,1070
2499,1071
2501,1072
2502,1074
2502,1075
2502,1076
2502,1073
2504,1079
2505,1080
2507,1081
2508,1082
2510,1089
2512,1090
2516,1091
2520,1099
2520,1100
2522,1101
2523,1102
2525,1103
2526,1104
2527,1105
2528,1106
2530,1112
2530,1113
2530,1107
2532,1114
2534,1115
2540,1119
2540,1120
2540,1116
2541,1121
2542,1122
2544,1123
2545,1124
2547,1125
2548,1126
2550,749
2552,907
2558,908
2559,909
2560,910
2562,911
2565,912
2566,913
2567,914
2568,915
2570,916
2572,917
2574,918
2576,919
2577,920
2580,921
2584,922
2585,923
2586,924
2590,925
2594,926
2595,927
2597,928
2598,929
2599,930
2600,932
2603,937
2605,938
2608,939
2611,940
2613,941
2614,942
2615,943
2619,944
2623,945
2624,946
2628,947
2632,948
2635,949
2637,950
2639,951
2640,952
2642,953
2643,954
2644,955
2645,956
2647,957
2648,958
2649,959
2650,965
2650,960
2651,966
2653,967
2654,968
2657,969
2659,970
2660,971
2661,972
2662,973
2665,974
2667,975
2668,976
2670,977
2671,978
2672,979
2674,980
2675,981
2678,982
2682,983
2686,984
2687,985
2688,986
2690,987
2692,988
2693,989
2699,990
2700,999
2700,992
2700,1000
2702,1001
2706,1002
2707,1003
2708,1004
2709,1005
2711,1006
2713,1007
2715,1008
2717,1009
2720,1010
2724,1011
2726,1012
2728,1013
2730,1014
2732,1015
2733,1016
2735,1017
2739,1018
2740,1019
2745,1020
2749,1022
2750,1023
2752,1024
2755,1031
2755,1032
2755,1033
2757,1034
2758,1035
2761,1037
2764,1039
2766,1040
2770,1041
2776,1042
2777,1043
2781,1044
2782,1045
2784,1046
2786,1047
2793,1048
2795,1049
2796,1050
2804,1051
2811,1052
2813,1053
2814,1054
2817,1055
2821,1056
2823,1057
2825,1058
2828,1059
2830,1060
2834,1062
2834,1067
2835,1068
2836,1069
2837,1070
2840,1071
2842,1072
2843,1074
2843,1075
2843,1076
2843,1073
2845,1079
2846,1080
2848,1081
2849,1082
2851,1089
2853,1090
2857,1091
2861,1099
2861,1100
2863,1101
2864,1102
2866,1103
2867,1104
2868,1105
2869,1106
2871,1112
2871,1113
2871,1107
2873,1114
2875,1115
2881,1119
2881,1120
2881,1116
2882,1121
2883,1122
2885,1123
2886,1124
2888,1125
2889,1126
2891,932
2894,937
2896,938
2899,939
2902,940
2904,941
2905,942
2906,943
2910,944
2914,945
2915,946
2919,947
2923,948
2926,949
2928,950
2930,951
2931,952
2933,953
2934,954
2935,955
2936,956
2938,957
2939,958
2940,959
2941,965
2941,960
2942,966
2944,967
2945,968
2948,969
2950,970
2951,971
2952,972
2953,973
2956,974
2958,975
2959,976
2961,977
2962,978
2963,979
2965,980
2966,981
2969,982
2973,983
2977,984
2978,985
2979,986
2981,987
2983,988
2984,989
2990,990
2991,999
2991,992
2991,1000
2993,1001
2997,1002
2998,1003
2999,1004
3000,1005
3002,1006
3004,1007
3006,1008
3008,1009
3011,1010
3015,1011
3017,1012
3019,1013
3021,1014
3023,1015
3024,1016
3026,1017
3030,1018
3031,1019
3036,1020
3040,1022
3041,1023
3043,1024
3046,1031
3046,1032
3046,1033
3048,1034
3049,1035
3052,1037
3055,1039
3057,1040
3061,1041
3067,1042
3068,1043
3072,1044
3073,1045
3075,1046
3077,1047
3084,1048
3086,1049
3087,1050
3095,1051
3102,1052
3104,1053
3105,1054
3108,1055
3112,1056
3114,1057
3116,1058
3119,1059
3121,1060
3125,1062
3125,1067
3126,1068
3127,1069
3128,1070
3131,1071
3133,1072
3134,1074
3134,1075
3134,1076
3134,1073
3136,1079
3137,1080
3139,1081
3140,1082
3142,1089
3144,1090
3148,1091
3152,1099
3152,1100
3154,1101
3155,1102
3157,1103
3158,1104
3159,1105
3160,1106
3162,1112
3162,1113
3162,1107
3164,1114
3166,1115
3172,1119
3172,1120
3172,1116
3173,1121
3174,1122
3176,1123
3177,1124
3179,1125
3180,1126
3182,965
3182,960
3183,966
3185,967
3186,968
3189,969
3191,970
3192,971
3193,972
3194,973
3197,974
3199,975
3200,976
3202,977
3203,978
3204,979
3206,980
3207,981
3210,982
3214,983
3218,984
3219,985
3220,986
3222,987
3224,988
3225,989
3231,990
3232,999
3232,992
3232,1000
3234,1001
3238,1002
3239,1003
3240,1004
3241,1005
3243,1006
3245,1007
3247,1008
3249,1009
3252,1010
3256,1011
3258,1012
3260,1013
3262,1014
3264,1015
3265,1016
3267,1017
3271,1018
3272,1019
3277,1020
3281,1022
3282,1023
3284,1024
3287,1031
3287,1032
3287,1033
3289,1034
3290,1035
3293,1037
3296,1039
3298,1040
3302,1041
3308,1042
3309,1043
3313,1044
3314,1045
3316,1046
3318,1047
3325,1048
3327,1049
3328,1050
3336,1051
3343,1052
3345,1053
3346,1054
3349,1055
3353,1056
3355,1057
3357,1058
3360,1059
3362,1060
3366,1062
3366,1067
3367,1068
3368,1069
3369,1070
3372,1071
3374,1072
3375,1074
3375,1075
3375,1076
3375,1073
3377,1079
3378,1080
3380,1081
3381,1082
3383,1089
3385,1090
3389,1091
3393,1099
3393,1100
3395,1101
3396,1102
3398,1103
3399,1104
3400,1105
3401,1106
3403,1112
3403,1113
3403,1107
3405,1114
3407,1115
3413,1119
3413,1120
3413,1116
3414,1121
3415,1122
3417,1123
3418,1124
3420,1125
3421,1126
3423,999
3423,992
3423,1000
3425,1001
3429,1002
3430,1003
3431,1004
3432,1005
3434,1006
3436,1007
3438,1008
3440,1009
3443,1010
3447,1011
3449,1012
3451,1013
3453,1014
3455,1015
3456,1016
3458,1017
3462,1018
3463,1019
3468,1020
3472,1022
3473,1023
3475,1024
3478,1031
3478,1032
3478,1033
3480,1034
3481,1035
3484,1037
3487,1039
3489,1040
3493,1041
3499,1042
3500,1043
3504,1044
3505,1045
3507,1046
3509,1047
3516,1048
3518,1049
3519,1050
3527,1051
3534,1052
3536,1053
3537,1054
3540,1055
3544,1056
3546,1057
3548,1058
3551,1059
3553,1060
3557,1062
3557,1067
3558,1068
3559,1069
3560,1070
3563,1071
3565,1072
3566,1074
3566,1075
3566,1076
3566,1073
3568,1079
3569,1080
3571,1081
3572,1082
3574,1089
3576,1090
3580,1091
3584,1099
3584,1100
3586,1101
3587,1102
3589,1103
3590,1104
3591,1105
3592,1106
3594,1112
3594,1113
3594,1107
3596,1114
3598,1115
3604,1119
3604,1120
3604,1116
3605,1121
3606,1122
3608,1123
3609,1124
3611,1125
3612,1126
3614,1031
3614,1032
3614,1033
3616,1034
3617,1035
3620,1037
3623,1039
3625,1040
3629,1041
3635,1042
3636,1043
3640,1044
3641,1045
3643,1046
3645,1047
3652,1048
3654,1049
3655,1050
3663,1051
3670,1052
3672,1053
3673,1054
3676,1055
3680,1056
3682,1057
3684,1058
3687,1059
3689,1060
3693,1062
3693,1067
3694,1068
3695,1069
3696,1070
3699,1071
3701,1072
3702,1074
3702,1075
3702,1076
3702,1073
3704,1079
3705,1080
3707,1081
3708,1082
3710,1089
3712,1090
3716,1091
3720,1099
3720,1100
3722,1101
3723,1102
3725,1103
3726,1104
3727,1105
3728,1106
3730,1112
3730,1113
3730,1107
3732,1114
3734,1115
3740,1119
3740,1120
3740,1116
3741,1121
3742,1122
3744,1123
3745,1124
3747,1125
3748,1126
3750,180
3752,1134
3753,1135
3755,186
3756,1136
3760,208
3763,175
3764,1137
3766,8
3767,1138
3769,202
3773,8
3774,1139
3775,1140
3778,398
3779,1141
3781,1142
3783,8
3784,1143
3787,447
3788,1144
3792,202
3797,202
3798,1145
3800,1146
3802,413
3803,1147
3806,1148
3807,366
3811,1149
3812,398
3816,1150
3817,519
3820,1151
3822,413
3824,1152
3825,1153
3827,680
3830,1154
3832,48
3833,1155
3836,1156
3837,28
3841,1157
3842,28
3844,1158
3845,1159
3847,354
3852,202
3856,1161
3857,761
3861,1163
3862,680
3863,1164
3867,814
3871,1165
3872,354
3877,505
3878,1169
3882,732
3884,1171
3885,1172
3886,1173
3887,413
3890,1174
3892,519
3894,1175
3897,570
3897,1177
3898,1178
3899,891
3900,890
3902,505
3903,1179
3906,1180
3907,1181
3909,892
3910,1182
3912,222
3915,1183
3917,570
3920,1184
3922,761
3923,1185
3925,1186
3927,1187
3930,897
3932,1189
3935,1190
3937,1193
3939,901
3942,902
3944,1194
3947,1197
3948,908
3952,1198
3953,911
3954,910
3957,1199
3958,914
3959,1200
3960,915
3961,913
3962,903
3963,1201
3967,1202
3969,1203
3970,919
3971,920
3972,1204
3976,1205
3977,1206
3980,1207
3982,1208
3983,1209
3987,1210
3988,928
3991,929
3992,931
3995,1211
3996,937
3997,58
3998,938
4001,939
4002,1212
4003,942
4004,1213
4005,941
4006,940
4007,1214
4008,944
4009,1215
4010,1216
4012,1202
4013,1220
4014,945
4017,1221
4019,947
4022,1223
4023,948
4027,1224
4029,1225
4030,951
4031,950
4032,1228
4033,1229
4034,955
4035,954
4037,1223
4038,1231
4040,959
4041,957
4042,960
4043,967
4045,1232
4046,968
4047,1233
4048,969
4049,1234
4050,1235
4052,1236
4056,972
4057,1237
4058,1238
4059,976
4061,975
4062,1239
4063,1240
4064,1241
4066,979
4067,1244
4068,1245
4070,1246
4072,1248
4074,1249
4077,1250
4078,985
4081,986
4082,1237
4083,988
4084,987
4086,1251
4087,1254
4089,1255
4091,990
4092,1256
4093,1261
4094,1001
4097,1263
4098,1002
4099,1004
4102,1265
4103,1266
4106,1006
4107,1268
4111,1009
4112,1236
4114,1269
4115,1011
4117,1270
4118,1013
4122,1271
4123,1015
4127,1272
4128,1018
4129,1273
4132,1277
4137,1281
4141,1023
4142,1025
4145,1037
4146,1034
4147,1284
4148,1041
4150,1040
4152,1270
4154,1044
4156,1042
4157,1287
4160,1046
4162,1288
4163,1049
4165,1289
4166,1050
4167,1288
4171,1051
4172,1295
4173,1052
4177,1296
4178,1057
4181,1056
4182,1287
4183,1060
4184,1059
4187,1067
4190,1069
4191,1072
4192,1073
4194,1081
4195,1080
4197,1301
4198,1091
4202,1303
4203,1104
4204,1102
4205,1106
4206,1103
4207,1107
4211,1114
4212,1116
4213,1124
4214,1121
4215,1126
4216,1122
4217,1305
4218,1309
4219,1310
4220,1324
4221,1135
4222,1325
4224,1328
4225,1329
4226,1330
4227,1331
4228,1332
4229,1333
4230,1334
4231,1335
4232,1336
4233,1337
4234,1338
4235,1339
4236,1340
4237,1341
4238,1342
4239,1343
4240,1344
4241,1345
4242,1346
4243,1347
4243,1348
4244,1349
4245,1350
4246,1351
4247,1352
4248,1353
4249,1354
4250,1355
4251,1356
4252,1357
4253,1358
4254,1354
4255,1359
4256,1360
4257,1361
4258,1362
4259,1363
4260,1364
4261,1365
4262,1366
4263,1367
4264,15
4265,1368
4266,1369
4267,1370
4268,1371
4269,1372
4270,1373
4271,1374
4272,1375
4273,1376
4274,1377
4275,1378
4276,1379
4277,1380
4278,1381
4279,1382
4280,1383
4281,1384
4282,1385
4283,1386
4284,1387
4285,1388
4286,1389
4287,1390
4288,1391
4289,1392
4290,1393
4291,1394
4292,1395
4293,1396
4294,23
4295,1397
4296,1398
4297,1399
4298,1400
4299,1401
4300,1402
4301,1403
4302,1404
4303,1405
4304,37
4305,1406
4306,1407
4307,1408
4308,1409
4309,1410
4310,1411
4311,1412
4312,1413
4313,1414
4314,1417
4315,1418
4316,1419
4317,1420
4318,1421
4319,1422
4320,1423
4321,1424
4322,1425
4323,1426
4324,1372
4325,1427
4326,1428
4327,1429
4327,1430
4328,1431
4329,1432
4330,1433
4331,1434
4332,1435
4333,1436
4334,1437
4335,1438
4336,1439
4337,1356
4338,1440
4339,1441
4340,1442
4341,1443
4342,1444
4343,1445
4344,1446
4345,1447
4346,1448
4347,1449
4348,1450
4349,1451
4350,1452
4350,1453
4351,1454
4352,1455
4353,1456
4354,31
4355,1457
4356,1458
4357,1459
4358,1460
4359,44
4360,1461
4361,1462
4362,1463
4363,1464
4364,1466
4365,1467
4366,1468
4367,1469
4368,1470
4369,1471
4370,1472
4371,1473
4372,1474
4373,1475
4374,1217
4375,1476
4376,1477
4377,1478
4378,1479
4379,1480
4380,1481
4381,1482
4382,1483
4383,1484
4384,1485
4385,1486
4386,1487
4387,1488
4388,1489
4388,1490
4388,1491
4389,1492
4390,1493
4391,1494
4392,1495
4393,1496
4394,1497
4395,1498
4396,1499
4397,1500
4398,1501
4399,1502
4400,1503
4401,1504
4402,1505
4403,1506
4404,1507
4405,1508
4406,1509
4407,1510
4408,1487
4409,1511
4410,1512
4411,1513
4412,1514
4413,1515
4414,1516
4415,1517
4416,1518
4417,1519
4418,1520
4419,1521
4420,1522
4421,1523
4422,1524
4423,1525
4424,1437
4425,1526
4426,1527
4427,1528
4428,1529
4429,32
4430,1530
4431,1531
4432,1532
4433,1533
4434,1534
4435,1535
4436,1536
4437,1537
4438,1538
4439,1539
4440,1540
4441,1541
4442,1542
4443,1543
4444,1544
4445,1545
4446,1546
4447,1547
4448,1548
4449,1549
4450,1550
4451,1551
4452,1552
4453,1553
4454,1554
4455,1555
4456,1556
4457,1557
4458,1558
4459,1559
4460,1560
4461,1561
4462,1562
4463,1563
4464,1570
4465,1571
4466,1572
4467,1573
4468,1574
4469,845
4470,1575
4471,1576
4472,1577
4473,1578
4474,1579
4475,1580
4476,1581
4477,1582
4478,1583
4479,1584
4480,1585
4481,1586
4482,1587
4484,1588
4485,1589
4486,1590
4487,1591
4488,1592
4489,1593
4490,1594
4491,1595
4492,1596
4494,1597
4495,1598
4496,1499
4497,1599
4498,1600
4499,1601
4500,1602
4501,1603
4502,1604
4503,1605
4504,1559
4505,1606
4506,1607
